title,link,summary,category
Kamala Harris Is 'Very Proud' to Have Taylor Swift's Vote — Even Though They Disagreed on Last Year's Super Bowl,https://www.rollingstone.com/music/music-news/kamala-harris-taylor-swift-endorsement-president-1235107814/,"""I really respect the courage that she has had in her career to stand up for what she believes is right,"" Harris said in a new interview",Ready For It
"St. Vincent Announces Spanish-Language Version of 'All Born Screaming,' Shares 'Hombre Roto'",https://www.rollingstone.com/music/music-news/st-vincent-todos-nacen-gritando-all-born-screaming-hombro-roto-broken-man-spanish-1235107787/,"The first single is a rendition of ""Broken Man""",Que Genial
Hear Manu Chao and Willie Nelson Beat Their Bad Day Back on New Duet,https://www.rollingstone.com/music/music-news/manu-chao-willie-nelson-heavens-bad-day-1235107134/,"The song, ""Heaven's Bad Day,"" appears on Chao's newly releasedViva Tualbum","Bad Day, Good Song"
Watch Sting Perform 'I Wrote Your Name (Upon My Heart)' on 'Colbert',https://www.rollingstone.com/music/music-news/sting-i-wrote-your-name-upon-my-heart-performance-colbert-1235107650/,The musician is currently on his Sting 3.0 tour alongside drummer Chris Maas and guitarist Dominic Miller,Late-Night TV
New Kids on the Block Announce Debut Las Vegas Residency,https://www.rollingstone.com/music/music-news/new-kids-on-the-block-las-vegas-residency-1235107643/,The band will perform 16 shows at the Dolby Live at Park MGM in 2025,Coming Soon
"Phoenix, Kavinsky, Angèle Share New Version of 'Drive' Track 'Nightcall'",https://www.rollingstone.com/music/music-news/phoenix-kavinsky-nightcall-new-version-1235107636/,The musicians performed the song at the Olympics Closing Ceremony in August,Cool Collab
See Bon Iver's Black Mood in Moody 'Speyside' Video,https://www.rollingstone.com/music/music-news/bon-iver-speyside-video-sable-1235107214/,"Track features onSable, the first new music from Justin Vernon's long-running folk group in about five years",Bon Mots
Elle King Says Father Rob Schneider's Apology on Tucker Carlson 'Means Nothing',https://www.rollingstone.com/music/music-news/elle-king-rob-schneider-apology-tucker-carlson-means-nothing-1235107357/,"The ""Ex's and Oh's"" singer also toldPeoplemagazine that she was ""not trying to hurt"" her father with recent remarks about her childhood trauma",'Double Negative'
Sublime Biopic Casts Riverdale Star KJ Apa as Bradley Nowell,https://www.rollingstone.com/music/music-news/sublime-biopic-casts-bradley-nowell-riverdale-kj-apa-1235107319/,"The band's original members, Bud Gaugh and Eric Wilson, are producing the film, along with Nowell's son Jakob and widow Troy",Sublime on Screen
GloRilla's Debut Album 'Glorious' Finally Has a Release Date,https://www.rollingstone.com/music/music-news/glorilla-debut-album-glorious-release-date-1235107179/,"The rapper's first full-length album will arrive on Friday, Oct. 1, with its next single ""Hollon"" set for release on Friday, Sept. 20","Yeah, Glo!"
John Cale's Acclaimed 'Paris 1919' to Be Expanded with Bonus Tracks for Reissue This Fall,https://www.rollingstone.com/music/music-news/john-cale-paris-1919-academy-in-peril-reissues-1235107145/,"Artist's classical-leaningThe Academy in Peril, which includes Andy Warhol's design on the cover, will also be remastered for an official reissue",Hanky Panky Knowhow
Sabrina Carpenter to Spread Christmas ‘Nonsense’ in Netflix Variety Special,https://www.rollingstone.com/music/music-news/sabrina-carpenter-netflix-holiday-christmas-variety-special-1235106859/,The 'Espresso' singer is going from 'Please Please Please' to 'Ho Ho Ho',"Fruitcake, Anyone?"
Nelly Faces Lawsuit From St. Lunatics Over 'Country Grammar' Credits,https://www.rollingstone.com/music/music-news/nelly-lawsuit-st-lunatics-country-grammar-1235106824/,"Members of rapper's St. Louis crew claim he did not properly credit them on 2000 debut album, depriving them of royalties",crimes and court
Stevie Wonder Sets Pre-Election Day Tour to 'Fix Our Nation's Broken Heart',https://www.rollingstone.com/music/music-news/stevie-wonder-pre-election-day-tour-battleground-states-1235106744/,"10-date trek will visit arenas in battleground states like Michigan, Pennsylvania, Wisconsin, Michigan and more",rock the vote
Metallica to Return to North America With More M72 World Tour Dates,https://www.rollingstone.com/music/music-news/metallica-m72-world-tour-north-america-dates-1235106644/,"Group will play ""No Repeat Weekends,"" play one-offs, and make festival appearances in support of72 Seasonsalbum next spring and summer",Seasons Greetings
Kylie Minogue Will Bring New Album 'Tension II' on World Tour in 2025,https://www.rollingstone.com/music/music-news/kylie-minogue-tension-ii-album-tour-1235106647/,"The album will arrive on October 18, featuring the singer's recent collaborations with Bebe Rexha, Tove Lo, Orville Peck, the Blessed Madonna, and Sia","Lights, Camera, Action"
"Zach Bryan Deactivates X/Twitter, Apologizes to Taylor Swift After 'Drunkenly Comparing' Her to Kanye West",https://www.rollingstone.com/music/music-news/zach-bryan-deactivates-twitter-apologizes-taylor-swift-drunk-tweets-1235106604/,"""I love Taylor’s music and pray you guys know I’m human and tweet stupid things often,"" singer says",'Don't drink and tweet!!'
Lady Gaga on Why She Didn't Refute Rumors Claiming She's a Man: 'I Didn’t Feel Like a Victim',https://www.rollingstone.com/music/music-news/lady-gaga-bill-gates-interview-rumors-1235106506/,"""I thought: What about a kid who is being accused of that who would think that a public figure like me would feel shame?""",Solid Burn
Watch Shaboozey's Intimate Performance of 'Highway' on 'Colbert',https://www.rollingstone.com/music/music-news/shaboozey-highway-performance-colbert-1235106502/,"The song comes off the singer's recent LP,Where I’ve Been, Isn’t Where I’m Going",Late-Night TV
Sean Combs’ Alleged Witness Tampering: ‘Gaslighting’ and Dangled Rent Payments,https://www.rollingstone.com/music/music-news/sean-diddy-combs-witness-tampering-1235105268/,Mogul’s alleged intimidation and threatening of witnesses was focal point of prosecutors’ argument that he should remain in federal custody,BAIL DENIED
Bright Eyes Cancel Upcoming Shows Days Before Record Release,https://www.rollingstone.com/music/music-news/bright-eyes-cancel-three-shows-before-album-release-1235106250/,"Frontman Conor Oberst lost his voice due to warm-up shows played earlier this week, Bright Eyes said in a statement",'Heartbroken'
Ani DiFranco Will Bring Some 'Unprecedented Sh!t' to Her 2025 Tour,https://www.rollingstone.com/music/music-news/ani-difranco-tour-dates-2025-1235105940/,The musician has announced an extensive trek for next year in support of her latest album,On the Road
"Megan Thee Stallion, Kendrick Lamar, Drake Lead 2024 BET Hip-Hop Awards Nominations",https://www.rollingstone.com/music/music-news/2024-bet-hip-hop-awards-nominations-1235105824/,"The awards ceremony will premiere on BET on Tuesday, October 15 at 8 p.m. EST",BET Hip-Hop Awards
"Eagles Pay Tribute to J.D. Souther: 'A Brother, a Friend and a Brilliant Collaborator'",https://www.rollingstone.com/music/music-news/eagles-j-d-souther-tribute-1235105819/,"Band remembers ""crucial co-writer"" of their hits like ""Heartache Tonight"" and ""New Kid in Town""",'a great songwriter'
"Jamie xx Gets the Band Back Together on 'Waited All Night,' Featuring the xx's Romy and Oliver Sim",https://www.rollingstone.com/music/music-news/jamie-xx-reunite-xx-romy-oliver-waited-all-night-1235105766/,"The track will appear on Jamie's upcoming solo album,In Waves",Reunion
JoJo Details 'Hardest Moments' With Substance Abuse That Inspired Her New Memoir,https://www.rollingstone.com/music/music-news/jojo-memoir-over-the-influence-details-drug-alcohol-addiction-1235105666/,"Over the Influencehas pages full of the crucial lessons that the musician had to learn and, in some cases, unlearn about alcohol addiction, drug abuse, and breaking generational patterns",Read Between the Lines
The Darkness Preview 'Dreams on Toast' Album With 'The Longest Kiss',https://www.rollingstone.com/music/music-news/the-darkness-dreams-on-toast-album-the-longest-kiss-1235105595/,"Band's eighth LP arrives March 28, 2025",A Thing Called Love
Federal Judge Dismisses Sex Trafficking Lawsuit Against James Dolan and Harvey Weinstein,https://www.rollingstone.com/music/music-news/judge-dismisses-sex-trafficking-lawsuit-james-dolan-harvey-weinstein-1235105580/,"""We will be appealing this decision and are confident that the Court of Appeals will correct this injustice,"" plaintiffs' lawyers say in statement",Crimes and Court
Watch Bob Dylan Resurrect 'Desolation Row' While Clanking a Tiny Wrench,https://www.rollingstone.com/music/music-news/bob-dylan-desolation-row-tiny-wrench-1235105396/,The first performance of theHighway 61 Revisitedepic since 2018 took place on the final night of Dylan's run on the Outlaw Music Festival tour,Tool Time
Pavement Book One-Off Concert in NYC Ahead of Doc Premiere,https://www.rollingstone.com/music/music-news/pavement-one-off-concert-new-york-city-1235105338/,The group will play at Sony Hall next month ahead of the New York premiere of a film about the band by Alex Ross Perry,Wowee Zowee
Smashing Pumpkins Bring 'Sighommi' to the 'Jimmy Kimmel Live' Outdoor Stage,https://www.rollingstone.com/music/music-news/smashing-pumpkins-sighommi-jimmy-kimmel-live-1235105278/,"The single appears on the band's latest studio albumAghori Mhori Mei,which arrived earlier this summer",Rocking Out
Jane’s Addiction Pick the Perfect Moment to Drop New Single ‘True Love’,https://www.rollingstone.com/music/music-news/janes-addiction-new-song-true-love-canceling-tour-1235105308/,The track arrives days after the band canceled the rest of its tour following an onstage fight between Dave Navarro and Perry Farrell,Right on Time
Billie Eilish Lends 'When the Party's Over' to Harris-Walz Campaign Ad,https://www.rollingstone.com/music/music-news/billie-eilish-when-the-partys-over-harris-walz-campaign-ad-1235105292/,"""Monster"" ad, airing now in battleground states, warns of Donald Trump's record against reproduction rights",joining the fight
Dave Navarro Apologizes to Jane's Addiction Openers for 'Terrible Outcome' of Canceled Tour,https://www.rollingstone.com/music/music-news/janes-addiction-tour-canceled-dave-navarro-apologizes-openers-1235105251/,"The band was receiving support from Crawlers and Love and Rockets, whom Navarro called ""heroes of mine""",Apology Tour
Zayn Sets Return to Stage With His First Ever Solo Tour 'Stairway to the Sky',https://www.rollingstone.com/music/music-news/zayn-malik-first-headlining-solo-tour-dates-1235105223/,"After posting teasers on social media over the past few days, the musician made a brief surprise appearance onThe Tonight Showto announce the upcoming run of shows",Worth the Wait
Kid Cudi Pays Homage to New York City in 'Don't Worry' Music Video,https://www.rollingstone.com/music/music-news/kid-cudi-dont-worry-single-1235105203/,"The new single, released alongside the rapper'sMoon Man#4 comic, features Chip Tha Ripper",Big Apple Love
Watch Linkin Park Showcase 'The Emptiness Machine' on 'Fallon',https://www.rollingstone.com/music/music-news/linkin-park-the-emptiness-machine-fallon-1235105198/,The recently-reunited group is currently on a world tour after announcing a new LP and new lineup,Late-Night TV
"J.D. Souther, Singer-Songwriter Behind Eagles Classics, Dead at 78",https://www.rollingstone.com/music/music-news/jd-souther-songwriter-eagles-linda-ronstadt-dead-obituary-1235105170/,"Souther co-wrote Eagles hits “New Kid in Town” and “Heartache Tonight,” as well as Linda Ronstadt’s “Faithless Love”",Obituary
Cardi B Vows to Fight Non-Payment Lawsuit: 'Iron Your Best Suit B-tch',https://www.rollingstone.com/music/music-news/cardi-b-offset-mansion-rental-lawsuit-1235105008/,"The Grammy-winning rapper and Offset are accused of having “devised a plan” to use a mansion for a music video “without paying full market value""",'See You In Court'
"Sean Combs Denied Bail in Racketeering, Sex-Trafficking Case",https://www.rollingstone.com/music/music-news/sean-combs-denied-bail-racketeering-sex-trafficking-case-1235104824/,"“I don't believe [your lawyer] has the ability to control you,” the judge said before remanding Combs",‘ANGER ISSUES’
"Sean Combs Pleads Not Guilty to Sex-Trafficking, Racketeering Charges",https://www.rollingstone.com/music/music-news/sean-diddy-combs-indicted-sex-trafficking-racketeeting-charges-1235103940/,"“For decades, Sean Combs … abused, threatened, and coerced women … to fulfill his sexual desires,” the indictment says",COURTS AND CRIME
Atlanta City Council Declares the Inaugural 'Rich Homie Quan Memorial Day',https://www.rollingstone.com/music/music-news/atlanta-city-council-declares-rich-homie-quan-memorial-day-1235104777/,"As thousands watched the rapper's family lay him to rest, his native city celebrated his memory",Remembrance
"Sophie's Final Album Gets Track List Reveal Featuring Kim Petras, Juliana Huxtable, and More",https://www.rollingstone.com/music/music-news/sophie-posthumous-album-track-list-1235104317/,The 16-track posthumous album has been revealed on what would have been the musician's 38th birthday ahead of its release on Sept. 27,Happy Birthday Sophie
Deftones Will Hit U.S. Arenas in 2025,https://www.rollingstone.com/music/music-news/deftones-2025-tour-dates-tickets-1235104615/,"The tour kicks off Feb. 25 in Portland, OR, and wraps up April 8 in Boston — before that, the band will headline their own festival in San Diego Nov. 2",Their Own Winter
Johnny Marr Clarifies Smiths Reunion Reports: 'I Didn't Ignore the Offer - I Said No',https://www.rollingstone.com/music/music-news/johnny-marr-smiths-reunion-i-said-no-1235104638/,The guitarist also refutes Morrissey's claims that he acquired the Smiths trademark to use on his own behalf,These Charming Men
"The Kills Release Cover of Billie Eilish's 'Happier Than Ever,' Announce 'Happier Girls' EP",https://www.rollingstone.com/music/music-news/the-kills-cover-billie-eilish-happier-than-ever-happier-1235104499/,The EP will release this Friday,Billie X Kills Crossover
"Sean Combs Offers Private Plane, Mansion, Kids’ Passports in Bail Plea",https://www.rollingstone.com/music/music-news/sean-combs-bail-arrested-charged-1235100796/,"“Sean Combs has never evaded, avoided, eluded or run from a challenge in his life. He will not start now,” the hip-hop mogul’s lawyer said in a letter to judge on Tuesday",BAIL OUT?
"Two Friends Announce Phase One of Heatwave: The Tour, Set for 2025",https://www.rollingstone.com/music/music-news/two-friends-heatwave-tour-phase-one-2025-1235104010/,"Fans can expect to hear the dance-pop duo's trumpet-fueled track ""Wrong Way"" with Alexander Stewart on the tour",Exclusive
"Billie Eilish, Finneas Endorse Harris-Walz: 'Vote Like Your Life Depends on It'",https://www.rollingstone.com/music/music-news/billie-eilish-finneas-harris-walz-endorsement-1235104330/,"""They are fighting to protect our reproductive freedom, our planet, and our democracy,"" Eilish says",Birds Of A Feather
Talking Heads Remaster 'Psycho Killer' Acoustic Version With Arthur Russell for '77' Reissue,https://www.rollingstone.com/music/music-news/talking-heads-77-reissue-psycho-killer-acoustic-1235104174/,Talking Heads: 77 (Super Deluxe Edition)will be released on Nov. 8 featuring unreleased material and live recordings,Going Back in Time
Christina Aguilera Will Celebrate 25 Years of Her Debut Album With 'Nostalgic' Reimagining of Its Hits,https://www.rollingstone.com/music/music-news/christina-aguilera-will-celebrate-debut-25-years-featuring-sabrina-carpenter-1235103807/,Sabrina Carpenter and MGK will join the vocalist as she revisitsChristina Aguilerafor the Spotify Anniversaries series and a special EP,Exclusive
"Hear a Live Version of Bon Iver's First Single in Four Years, 'Speyside'",https://www.rollingstone.com/music/music-news/bon-iver-new-single-speyside-lyrics-1235104104/,"The melancholy ""Speyside,"" Justin Vernon's first new Bon Iver music in four years, drops Friday",Out of Exile
Sean 'Diddy' Combs Arrest: Read Full Indictment,https://www.rollingstone.com/music/music-news/sean-combs-read-full-indictment-1235103933/,"Sean Combs has been charged with racketeering conspiracy, sex trafficking and transporting for prostitution following the hip-hop mogul's arrest on Monday night",COURTS AND CRIME
Father John Misty Previews New Album With Searing 7-Minute 'Screamland',https://www.rollingstone.com/music/music-news/father-john-misty-mahashmashana-screamland-1235101141/,"Mahashmashana, Josh Tillman's sixth album, arrives in November",The Memo
Tito Jackson Was Transported to New Mexico Hospital for Medical Emergency Before Death,https://www.rollingstone.com/music/music-news/tito-jackson-dead-after-medical-emergency-1235104014/,A statement from the Gallup Police Department states that a preliminary investigation into the musician’s death is still ongoing,New Details
"Miley Cyrus Sued Over ‘Flowers,’ Accused of Copying Bruno Mars Song",https://www.rollingstone.com/music/music-news/miley-cyrus-flowers-copyright-lawsuit-bruno-mars-1235103892/,Cyrus and her fellow songwriters were accused of copying portions of Mars’ 2013 track “When I Was Your Man”,Lawsuit
Sean Combs Arrested After Grand Jury Indictment,https://www.rollingstone.com/music/music-news/sean-combs-arrested-grand-jury-indictment-1234998531/,"Combs’ arrest comes nearly a year after R&B singer Cassie filed a sex trafficking and abuse lawsuit, and after the mogul's homes were raided in late March",COURTS AND CRIME
Doechii Is Bringing 'Alligator Bites Never Heal' Tour to a Swamp Near You,https://www.rollingstone.com/music/music-news/doechii-tour-alligator-bites-never-heal-1235103762/,Opening for Doja Cat'sScarlettour was a boot camp; now the TDE rapper is headlining her own,🐊🐊🐊
The Postal Service Will Go on Indefinite Hiatus After Wrapping 'Give Up' 20th Anniversary Tour,https://www.rollingstone.com/music/music-news/the-postal-service-hiatus-1235103480/,"The indie trio has spent the past two years co-headlining shows with Ben Gibbard's other band, Death Cab for Cutie",So Long
Mark Hoppus to Release Tell-All Memoir: 'Shit Gets Dark',https://www.rollingstone.com/music/music-news/mark-hoppus-memoir-farenheit-182-1235103444/,"""We'll throw in at no extra cost, anxiety, depression, band breakups, loss of self... and, of course, everyone's favorite: cancer!"" he joked about his book,Fahrenheit-182",Booked for a Book
"'Stereophonic' Extends Broadway Run for Final Time, Adds New Cast Members",https://www.rollingstone.com/music/music-news/stereophonic-extends-broadway-run-final-time-new-cast-1235103414/,"The final show takes place Jan. 12, 2025",Let the Music Play
Perry Farrell Apologizes After Jane's Addiction Cancel Tour: 'My Breaking Point Resulted in Inexcusable Behavior',https://www.rollingstone.com/music/music-news/perry-farrell-apology-janes-addiction-cancel-tour-1235103442/,The singer punched guitarist Dave Navarro onstage during the band's show in Boston last week,Apology Tour
"Watch Tito Jackson, the Jacksons' Secret Musical Weapon, Play the Blues in 1975",https://www.rollingstone.com/music/music-news/tito-jackson-jacksons-blues-guitar-solo-1235103142/,Jackson showed off his six-string skills while playing the blues at a Mexico City gig,RIFFING MACHINE
Nicki Minaj Announces 'Pink Friday 3' Is Coming Instead of 'Pink Friday 2' Deluxe,https://www.rollingstone.com/music/music-news/nicki-minaj-pink-friday-3-announcement-1235103156/,"""I’ve decided to do a brand new album,"" rapper says",Pink Pivots
Jane's Addiction Cancel Rest of Tour After Perry Farrell and Dave Navarro's Onstage Fight,https://www.rollingstone.com/music/music-news/janes-addiction-cancel-tour-perry-farrell-dave-navarro-fight-1235103124/,"Navarro, Stephen Perkins, and Eric Avery cited Farrell's ""continuing pattern of behavior and the mental health difficulties""",Tour Trouble
Dua Lipa Says Some Artists Are 'Ruthless' in Sharing Their Private Lives,https://www.rollingstone.com/music/music-news/dua-lipa-artists-private-life-lyrics-1235103095/,"“It’s something that I just naturally hold back,"" singer-songwriter tells Anderson Cooper on60 Minutes",Staying Private
Shakira Walks Off Stage After Scolding Rude Clubgoer for Trying to Film Up Her Dress,https://www.rollingstone.com/music/music-news/shakira-walks-off-stage-fan-film-up-dress-1235103058/,"The incident occured at LIV Miami, while the musician was previewing her upcoming single, ""Soltera""",Ew
Watch Kanye West Perform 'Everybody' With His 4 Children,https://www.rollingstone.com/music/music-news/kanye-west-everybody-children-vultures-listening-part-1235103036/,The West family danced together at a listening event for 'Vultures 2' in China,Alright!
"Tito Jackson, Original Jackson 5 Member and Michael's Brother, Dead at 70",https://www.rollingstone.com/music/music-news/tito-jackson-dead-jackson-5-obit-1235102960/,A cause of death has yet to be officially determined,Obituary
"Bruce Springsteen Joins Trey Anastasio, the Gaslight Anthem at Sea.Hear.Now Fest",https://www.rollingstone.com/music/music-news/bruce-springsteen-trey-anastasio-the-gaslight-anthem-performance-sea-hear-now-fest-1235102899/,Fans were treated to “Kitty’s Back” and more on the final day of the Asbury Park festival,Beach Jams
Maná Pulls Nicky Jam Collab After He Endorses Trump: Band 'Doesn't Work With Racists',https://www.rollingstone.com/music/music-news/mana-pulls-nicky-jam-collab-following-donald-trump-endorsement-1235102461/,"Mexican rock band removed ""De Pies a Cabeza"" from the internet after Jam joined Trump at a rally",Latino Vote
See Billy Joel and Rod Stewart Perform 'Stay With Me' Together at Cleveland Concert,https://www.rollingstone.com/music/music-news/billy-joel-rod-stewart-stay-with-me-cleveland-1235102595/,Two legends team up for the Faces classic at co-headlining show,one night only
Watch the Killers Honor the Beatles With 'I Want to Hold Your Hand' at Queens Concert,https://www.rollingstone.com/music/music-news/the-killers-beatles-i-wanna-hold-your-hand-1235102543/,Band was performing at Forest Hills Stadium almost exactly 60 years after the Fab Four played the same venue,Rebel Diamonds
"See Bruce Springsteen, Noah Kahan Play All-Star Sea.Hear.Now Afterparty",https://www.rollingstone.com/music/music-news/bruce-springsteen-noah-kahan-sea-hear-now-afterparty-asbury-park-stone-pony-1235102532/,"E Street Band rocker returns to Asbury Park's Stone Pony for covers-filled set including renditions of songs by Johnny Cash, John Lee Hooker, Little Richard and more",greetings from...
"Jane’s Addiction Offer ‘Heartfelt Apology’ for Fight, Cancel Sunday’s Show",https://www.rollingstone.com/music/music-news/janes-addiction-apologize-for-fight-cancel-show-1235102520/,"The band’s next tour stop in Bridgeport, Connecticut has been nixed with refunds available",Stop!
Jane's Addiction Concert Ends Abruptly After Perry Farrell Punches Dave Navarro Onstage,https://www.rollingstone.com/music/music-news/janes-addiction-concert-perry-farrell-punches-dave-navarro-1235102389/,"""Perry’s frustration had been mounting, night after night,"" singer's wife writes after tensions flare up between longtime bandmates at Boston show",something's shocking
Pharrell's Something in the Water Festival Postponed Until 2025: 'It Has to Be the Best',https://www.rollingstone.com/music/music-news/pharrell-something-in-the-water-festival-postponed-2025-1235102249/,"""This has to be EPIC, and trust me, after this long wait, it will be,"" Pharrell wrote",'Isn't Ready Yet'
FKA Twigs Enters a Corporate Dystopia in Eerie 'Eusexua' Video,https://www.rollingstone.com/music/music-news/fka-twigs-eusexua-video-1235102213/,"""Eusexua is a practice. Eusexua is a state of being. Eusexua is the pinnacle of human experience,"" declares a title screen in the song's video",yo͞oˈ seks yo͞oˈ ä
XANDRA Has Some Pointed Words for Male Detractors: 'F—k'em All',https://www.rollingstone.com/music/music-news/dj-xandra-green-room-body-say-1235102107/,"XANDRA, who released her debut single ""Body Say"" this summer, teased upcoming music with ""amazing artists""",Green Room
"Taylor Swift Drove More Than 400,000 People to Vote.Gov After Endorsing Kamala Harris",https://www.rollingstone.com/music/music-news/taylor-swift-voter-registration-site-harris-endorsement-1235102031/,"The site, run by two federal agencies, helps voters register and check their registration status",Go Vote
Cher Ends Conservatorship Battle With Son Elijah Blue Allman,https://www.rollingstone.com/music/music-news/cher-conservatorship-son-elijah-blue-allman-1235101811/,"""The parties have privately resolved this matter,"" a lawyer for the singer said at a hearing Friday",'Pleased to Report'
"Busta Rhymes, A$AP Ferg, More Honor Fatman Scoop at Harlem Ceremony: A 'Light in the Room'",https://www.rollingstone.com/music/music-news/fatman-scoop-celebration-of-life-busta-rhymes-teddy-riley-1235101810/,"Teddy Riley and Jim Jones also spoke at a celebration of life event for the late rapper, who died at the end of August",RIP Scoop
Justin Timberlake Pleads Guilty to Driving While Impaired Charge,https://www.rollingstone.com/music/music-news/justin-timberlake-pleads-guilty-driving-while-impaired-1235101767/,"Singer accepts plea deal to reduce driving while intoxicated charge to lesser impairment count, which carries a fine and community service",COURTS AND CRIME
Are the Cure Finally Releasing Their Long-Awaited Album in Six Weeks?,https://www.rollingstone.com/music/music-news/the-cure-new-album-release-date-1235101726/,Robert Smith and company send postcards to fans suggesting theirSongs of a Lost Worldwill arrive on November 1,'and then...'
Finneas Delivers an Ode to the Unrequited High School Crush on New Song 'Cleats',https://www.rollingstone.com/music/music-news/finneas-cleats-new-song-for-cryin-out-loud-1235101727/,"The track will appear on the musician's upcoming solo album,For Cryin' Out Loud",Teen Spirit
Watch Bob Dylan Break Out 'All Along the Watchtower' in Concert For First Time Since 2018,https://www.rollingstone.com/music/music-news/bob-dylan-all-along-the-watchtower-first-time-since-2018-1235101678/,"It joins a long list of songs he's recently resurrected, including ""Silvio,"" ""A Hard Rain's A-Gonna Fall,"" ""Rainy Day Women #12 & 35,"" and ""Highway 61 Revisited""",Real Live
Lil Wayne Says Losing Out on the Super Bowl Halftime Show 'Broke Me',https://www.rollingstone.com/music/music-news/lil-wayne-losing-super-bowl-halftime-show-broke-me-1235101651/,"The rapper was extremely eager to play next year's big game, especially because it was taking place in his hometown of New Orleans",Gutted
Elvis Costello Announces Massive 'King of America' Reissue With Unreleased Recordings,https://www.rollingstone.com/music/music-news/elvis-costello-king-of-america-reissue-1235101646/,"6-CDKing of America & Other Realms, out Nov. 1, collects demos, outtakes, and unheard concerts, plus three more discs continuing Costello's journey through American music",return of the king
DNC Leans Into Taylor Swift’s Kamala Harris Endorsement With New Ads,https://www.rollingstone.com/music/music-news/kamala-harris-taylor-swift-referencing-ads-endorsement-1235101626/,The DNC is placing billboards in NYC and Las Vegas with nods to the Eras Tour and theReputationtrack “...Ready for It?”,Ready For It?
"Watch Talib Kweli, J. Rawls Team Up for 'Native Sons' on 'Fallon'",https://www.rollingstone.com/music/music-news/talib-kweli-j-rawls-native-sons-fallon-1235101603/,"The track comes off the duo's new album,The Confidence Of Knowing",Late-Night TV
Britney Spears Reacts to Sabrina Carpenter's VMA Performance: 'Why Didn't She Kiss a Girl?',https://www.rollingstone.com/music/music-news/britney-spears-sabrina-carpenter-vma-performance-reaction-1235101597/,"“Why is she kissing an alien on stage? I adore her. I love her to death. I didn’t understand that part,"" the singer said in a new Instagram video",Pucker Up
"Demi Lovato Reassures Her Past Self on Single 'You’ll Be OK, Kid'",https://www.rollingstone.com/music/music-news/demi-lovato-youll-be-ok-kid-single-1235101592/,"The song was written and recorded for the singer's forthcoming Hulu documentary,Child Star",Looking Back
